,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
784,"Yakima County, Washington",235477,65457,3609,4513,16068,15957,15285,9010,1015,170020,0.2779761930039876
785,"Berkeley County, West Virginia",104544,27688,1294,2093,5409,5793,5873,5641,1585,76856,0.26484542393633304
786,"Cabell County, West Virginia",94381,24965,1777,421,3951,5524,4456,7557,1279,69416,0.26451298460495226
787,"Harrison County, West Virginia",66849,15046,1175,676,3606,3037,3968,1865,719,51803,0.22507442145731424
788,"Kanawha County, West Virginia",184365,39220,2247,1701,9403,8813,8791,6277,1988,145145,0.21273018197597157
789,"Monongalia County, West Virginia",99688,38767,1491,1628,3229,3562,2903,21175,4779,60921,0.38888331594575076
790,"Raleigh County, West Virginia",75715,15652,993,811,3767,3465,3382,2511,723,60063,0.20672257808888594
791,"Wood County, West Virginia",83506,19628,1286,1164,3248,4759,4357,4672,142,63878,0.2350489785165138
792,"Brown County, Wisconsin",243867,65753,2253,4022,13283,15313,15690,13627,1565,178114,0.26962647672706846
793,"Dane County, Wisconsin",493792,152223,7630,6676,24377,23735,22763,51297,15745,341569,0.30827352407491415
794,"Dodge County, Wisconsin",85603,19275,792,1158,4447,4190,4976,2937,775,66328,0.22516734226604207
795,"Eau Claire County, Wisconsin",97914,30061,2031,1403,4287,3809,5246,12775,510,67853,0.3070143186878281
796,"Fond du Lac County, Wisconsin",98706,23786,1796,1122,4557,5325,5585,4684,717,74920,0.24097825866715297
797,"Jefferson County, Wisconsin",81782,22519,1023,924,4138,4902,4827,6150,555,59263,0.27535398987552273
798,"Kenosha County, Wisconsin",162339,47774,2660,2759,9804,8716,10153,12100,1582,114565,0.2942854150881797
799,"La Crosse County, Wisconsin",112873,36425,2316,1777,4560,5857,5849,14723,1343,76448,0.32270782206550724
800,"Manitowoc County, Wisconsin",78509,19039,1617,1654,2972,4194,4579,3577,446,59470,0.2425072284706212
801,"Marathon County, Wisconsin",131035,34336,2132,1431,6781,7729,8251,7195,817,96699,0.2620368603808143
802,"Milwaukee County, Wisconsin",915908,267280,8582,23135,50022,52232,50191,68527,14591,648628,0.29181970241552646
803,"Outagamie County, Wisconsin",174285,47899,2753,2936,9270,10732,10389,10373,1446,126386,0.2748314542272714
804,"Ozaukee County, Wisconsin",84202,22065,1250,965,3776,5580,5269,4257,968,62137,0.26204840740124935
805,"Portage County, Wisconsin",67987,21874,704,585,2831,3791,3861,9269,833,46113,0.3217379793195758
806,"Racine County, Wisconsin",188446,49226,2947,2407,11618,10431,11019,9947,857,139220,0.26122072105536864
807,"Rock County, Wisconsin",155322,41695,3186,2354,7778,9123,9377,8537,1340,113627,0.268442332702386
808,"St. Croix County, Wisconsin",82394,21873,1201,970,5990,4826,5036,3434,416,60521,0.2654683593465544
809,"Sheboygan County, Wisconsin",111335,27807,1089,2270,6238,5468,6947,5169,626,83528,0.24975973413571653
810,"Walworth County, Wisconsin",99839,29941,1368,1228,4978,5520,6105,9853,889,69898,0.29989282745219803
811,"Washington County, Wisconsin",128977,32804,1405,1482,7741,8024,7306,5679,1167,96173,0.25433992107119874
812,"Waukesha County, Wisconsin",381455,101717,5238,5827,22329,18864,22809,21425,5225,279738,0.2666553066547823
813,"Winnebago County, Wisconsin",163616,43226,1730,2412,7468,8429,7832,14032,1323,120390,0.2641917660864463
814,"Wood County, Wisconsin",71814,14586,983,1148,2978,3363,4212,1703,199,57228,0.2031080290751107
815,"Laramie County, Wyoming",91766,24525,908,1343,5442,5281,4254,5556,1741,67241,0.26725584639190986
816,"Natrona County, Wyoming",78516,19862,1822,1094,4653,4457,3405,3732,699,58654,0.25296754801569105
817,"Arecibo Municipio, Puerto Rico",90733,21586,1251,625,3593,5971,5728,4343,75,69147,0.23790682552103423
818,"Bayamón Municipio, Puerto Rico",192926,53735,3542,2359,9746,8800,10299,15759,3230,139191,0.27852648165617905
819,"Caguas Municipio, Puerto Rico",135892,35838,2253,1423,6516,7583,7882,8336,1845,100054,0.26372413387101523
820,"Carolina Municipio, Puerto Rico",164638,46813,2740,1679,7896,8860,9391,13710,2537,117825,0.2843389739914236
821,"Guaynabo Municipio, Puerto Rico",92023,21649,1299,735,3707,4705,4299,5492,1412,70374,0.23525640329048172
822,"Mayagüez Municipio, Puerto Rico",82267,24996,1401,661,2872,5082,3815,10175,990,57271,0.30383993581873653
823,"Ponce Municipio, Puerto Rico",152619,42713,2891,1686,7292,9920,8212,10706,2006,109906,0.2798668579927794
824,"San Juan Municipio, Puerto Rico",361938,96391,5091,4670,16624,19464,16456,25833,8253,265547,0.2663190933253762
825,"Toa Alta Municipio, Puerto Rico",72733,20995,889,705,3215,5829,4684,4802,871,51738,0.28865851814169635
826,"Toa Baja Municipio, Puerto Rico",83115,22698,1463,773,3863,5745,4578,5125,1151,60417,0.27309149972929075
827,"Trujillo Alto Municipio, Puerto Rico",69535,18589,899,800,3984,4160,3579,4068,1099,50946,0.26733299777090674
