,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
785,"Thurston County, Washington",267052,63246,3540,2182,14120,12355,13347,14198,3504,203806,0.2368302802450459
786,"Whatcom County, Washington",210053,60015,3113,1996,10556,8250,10027,23575,2498,150038,0.28571360561382125
787,"Yakima County, Washington",237520,68473,3445,4248,17656,15730,16943,8849,1602,169047,0.28828309195015156
788,"Berkeley County, West Virginia",110247,27214,1359,1323,7041,5944,5145,5615,787,83033,0.2468457191578909
789,"Cabell County, West Virginia",92413,24316,915,1347,4188,4122,4398,8292,1054,68097,0.26312315366885614
790,"Harrison County, West Virginia",65978,13044,308,562,2973,3935,2762,1997,507,52934,0.1977022643911607
791,"Kanawha County, West Virginia",179666,38763,1848,2399,9512,7716,8430,6675,2183,140903,0.21575033673594335
792,"Monongalia County, West Virginia",101713,34623,1115,743,4229,2823,3727,17821,4165,67090,0.3403989657172633
793,"Raleigh County, West Virginia",74439,16326,1075,1083,3403,3991,3193,2775,806,58113,0.21932051747068068
794,"Wood County, West Virginia",82947,18982,1711,951,2939,5149,4084,3077,1071,63965,0.22884492507263673
795,"Brown County, Wisconsin",249401,66874,3930,3533,14415,12609,14058,15856,2473,182527,0.26813845974955997
796,"Dane County, Wisconsin",512092,149126,8928,5787,22706,25014,24589,47982,14120,362966,0.2912093920623638
797,"Dodge County, Wisconsin",85666,18604,1288,610,4071,4191,4643,3421,380,67062,0.2171690052062662
798,"Eau Claire County, Wisconsin",99894,29441,1534,1449,4856,4562,4719,11552,769,70453,0.2947224057500951
799,"Fond du Lac County, Wisconsin",99055,23864,1537,1103,5858,4747,4850,5273,496,75191,0.24091666246024937
800,"Jefferson County, Wisconsin",82225,21601,739,892,4680,4369,4660,5708,553,60624,0.2627059896625114
801,"Kenosha County, Wisconsin",161426,43287,1261,2541,8051,8936,9192,11043,2263,118139,0.268153828999046
802,"La Crosse County, Wisconsin",114008,33558,1298,936,5717,4960,5646,12560,2441,80450,0.294347765069118
803,"Manitowoc County, Wisconsin",77105,17371,1630,960,4083,3844,3732,2682,440,59734,0.2252901887037157
804,"Marathon County, Wisconsin",130640,31082,2895,1255,6997,6950,7173,5096,716,99558,0.2379210042865891
805,"Milwaukee County, Wisconsin",910558,254588,10053,20388,53032,49816,47925,59189,14185,655970,0.2795955886390543
806,"Outagamie County, Wisconsin",177898,46136,2409,2521,9349,10640,10579,9244,1394,131762,0.2593396215809059
807,"Ozaukee County, Wisconsin",86028,23026,1495,1152,3554,4996,5347,5523,959,63002,0.26765704189333706
808,"Portage County, Wisconsin",68656,20202,1071,979,2848,3109,2853,8767,575,48454,0.2942495921696574
809,"Racine County, Wisconsin",187405,47998,2351,2869,11081,9194,12397,8935,1171,139407,0.2561191003441744
810,"Rock County, Wisconsin",156111,40689,2488,2481,8999,8797,9030,7449,1445,115422,0.2606414666487307
811,"St. Croix County, Wisconsin",85350,23159,1631,2120,4922,4366,5277,3934,909,62191,0.27134153485647333
812,"Sheboygan County, Wisconsin",111667,27089,1953,1447,6674,4865,6459,4934,757,84578,0.24258733556019235
813,"Walworth County, Wisconsin",99892,29050,1530,1941,4198,5374,5395,9390,1222,70842,0.290814079205542
814,"Washington County, Wisconsin",129978,31885,1892,2378,7311,6347,7313,5544,1100,98093,0.24531074489528998
815,"Waukesha County, Wisconsin",386777,96445,5347,5356,18229,21529,23640,18013,4331,290332,0.24935557181528376
816,"Winnebago County, Wisconsin",163681,43320,2274,1481,8183,7157,8443,13884,1898,120361,0.2646611396557939
817,"Wood County, Wisconsin",71072,15263,1317,737,3610,3511,3655,2253,180,55809,0.2147540522287258
818,"Laramie County, Wyoming",94324,23888,1169,1226,6503,4022,4541,5742,685,70436,0.25325473898477585
819,"Natrona County, Wyoming",78159,21627,1059,1138,4376,4617,4702,4900,835,56532,0.27670517790657506
820,"Arecibo Municipio, Puerto Rico",85858,22429,1709,909,3278,4586,4554,6898,495,63429,0.2612336648885369
821,"Bayamón Municipio, Puerto Rico",179875,44163,2760,1878,8407,6684,9893,12114,2427,135712,0.2455205003474635
822,"Caguas Municipio, Puerto Rico",128543,33001,1732,847,6144,6930,7068,8897,1383,95542,0.25673121056766995
823,"Carolina Municipio, Puerto Rico",154321,40913,2704,1421,7142,7623,7432,12161,2430,113408,0.2651162187907025
824,"Guaynabo Municipio, Puerto Rico",87062,20736,1326,825,2788,4672,3937,5052,2136,66326,0.2381750936114493
825,"Mayagüez Municipio, Puerto Rico",76078,22910,1223,461,3780,2786,3902,9121,1637,53168,0.30113830542338127
826,"Ponce Municipio, Puerto Rico",140844,35722,2025,1565,7602,6202,7230,9699,1399,105122,0.25362812757376957
827,"San Juan Municipio, Puerto Rico",337408,86654,5611,3728,12546,15634,16285,26193,6657,250754,0.2568226005311077
828,"Toa Alta Municipio, Puerto Rico",71862,18341,776,587,4052,2693,4274,4579,1380,53521,0.255225292922546
829,"Toa Baja Municipio, Puerto Rico",77370,18301,659,975,3340,3869,3881,4072,1505,59069,0.23653871009435182
830,"Trujillo Alto Municipio, Puerto Rico",66776,18157,1402,322,2706,4552,3884,4435,856,48619,0.2719090691266323
