,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
785,"Whatcom County, Washington",205469,59111,2481,2763,9221,8826,11047,22351,2422,146358,0.2876881670714317
786,"Yakima County, Washington",236721,67763,2939,3517,19086,16229,15415,9133,1444,168958,0.28625681709692
787,"Berkeley County, West Virginia",108546,29841,1897,2018,5442,7064,5769,6518,1133,78705,0.27491570394118625
788,"Cabell County, West Virginia",93205,24487,1280,912,4179,4724,4122,6767,2503,68718,0.26272195697655704
789,"Harrison County, West Virginia",66545,14505,824,767,3634,3628,3004,2303,345,52040,0.2179728003606582
790,"Kanawha County, West Virginia",181953,37094,1913,1707,8206,8803,8278,6456,1731,144859,0.20386583348447126
791,"Monongalia County, West Virginia",101130,36915,1227,622,3234,3775,3296,19524,5237,64215,0.36502521506971225
792,"Raleigh County, West Virginia",74330,15690,1158,899,4254,3646,3025,2385,323,58640,0.21108569891026505
793,"Wood County, West Virginia",82956,18309,1063,892,3901,4284,4336,2940,893,64647,0.22070736293938956
794,"Brown County, Wisconsin",249189,67590,3541,4494,14463,13916,13256,15981,1939,181599,0.27123990224287586
795,"Dane County, Wisconsin",505093,148080,8804,7172,23137,24040,23726,45620,15581,357013,0.29317373236215905
796,"Dodge County, Wisconsin",86390,18687,1811,1028,4235,4374,4313,2667,259,67703,0.21630975807385114
797,"Eau Claire County, Wisconsin",98134,29334,1526,1400,5319,4093,4449,11553,994,68800,0.2989178062649031
798,"Fond du Lac County, Wisconsin",98459,24034,1300,1496,4848,4776,6040,5362,212,74425,0.2441016057445231
799,"Jefferson County, Wisconsin",82083,20835,1292,992,4398,4695,4260,4514,684,61248,0.25382844194291143
800,"Kenosha County, Wisconsin",162741,44534,2408,2297,7878,10082,10031,10227,1611,118207,0.2736495412956784
801,"La Crosse County, Wisconsin",113924,34930,1470,2432,4519,4450,5030,15375,1654,78994,0.3066079140479618
802,"Manitowoc County, Wisconsin",77436,16322,909,582,4181,3533,4106,2695,316,61114,0.210780515522496
803,"Marathon County, Wisconsin",130525,29697,1972,1755,7128,6640,6377,5314,511,100828,0.2275196322543574
804,"Milwaukee County, Wisconsin",914768,256244,9186,20287,53221,49835,51931,57114,14670,658524,0.2801191121683312
805,"Outagamie County, Wisconsin",176474,46719,3204,2378,9716,10306,9789,10769,557,129755,0.2647358817729524
806,"Ozaukee County, Wisconsin",85607,22275,1321,1449,4372,4194,5531,3849,1559,63332,0.26020068452346184
807,"Portage County, Wisconsin",68449,21860,935,838,2842,3644,3225,9477,899,46589,0.31936186065537847
808,"Racine County, Wisconsin",187883,48352,2572,2384,10338,9975,11849,9185,2049,139531,0.25735164969688584
809,"Rock County, Wisconsin",155768,38502,2136,2370,8119,9010,8825,7128,914,117266,0.24717528632324995
810,"St. Croix County, Wisconsin",84067,22498,1229,1048,6185,4593,5072,3187,1184,61569,0.267619874623812
811,"Sheboygan County, Wisconsin",112000,27299,1254,1927,4871,6825,6359,5295,768,84701,0.24374107142857143
812,"Walworth County, Wisconsin",99916,28416,1224,1300,5839,4865,5511,9039,638,71500,0.28439889507186034
813,"Washington County, Wisconsin",129630,32622,2021,1521,7450,7118,7421,6454,637,97008,0.2516547095579727
814,"Waukesha County, Wisconsin",385305,97972,6415,6558,18722,20729,22066,19707,3775,287333,0.25427129157420747
815,"Winnebago County, Wisconsin",164894,42527,2161,2347,7556,8223,8066,13124,1050,122367,0.25790507841401145
816,"Wood County, Wisconsin",71074,15553,901,1246,3989,3331,3342,2381,363,55521,0.21882826350001408
817,"Laramie County, Wyoming",94825,23523,2131,1226,5419,4992,5384,3366,1005,71302,0.24806749274980228
818,"Natrona County, Wyoming",78720,21508,1504,1783,3830,5138,3657,4876,720,57212,0.27322154471544713
819,"Arecibo Municipio, Puerto Rico",86894,21384,637,654,3325,5141,5297,5496,834,65510,0.2460929408244528
820,"Bayamón Municipio, Puerto Rico",184858,45825,2509,2063,9504,8785,8595,12305,2064,139033,0.2478929773123154
821,"Caguas Municipio, Puerto Rico",131628,35038,2772,1527,7433,5253,7202,8807,2044,96590,0.2661895645303431
822,"Carolina Municipio, Puerto Rico",156563,39701,1875,1191,5837,9530,9185,10145,1938,116862,0.2535784316856473
823,"Guaynabo Municipio, Puerto Rico",88782,22771,1425,1579,3605,3558,4421,5945,2238,66011,0.2564821698091956
824,"Mayagüez Municipio, Puerto Rico",77742,21559,1248,822,2956,3825,3383,8479,846,56183,0.27731470762264926
825,"Ponce Municipio, Puerto Rico",144465,38951,2687,1585,7048,7044,9476,9613,1498,105514,0.2696223998892465
826,"San Juan Municipio, Puerto Rico",345570,93379,5897,3493,16647,14115,17294,28223,7710,252191,0.27021732210550686
827,"Toa Alta Municipio, Puerto Rico",72748,22777,1258,1116,3472,4071,5225,6107,1528,49971,0.3130945180623522
828,"Toa Baja Municipio, Puerto Rico",80022,22457,1472,1010,5111,3121,4502,6326,915,57565,0.28063532528554647
829,"Trujillo Alto Municipio, Puerto Rico",67717,19180,1092,889,3469,3533,3682,6061,454,48537,0.28323759174210317
